investor_id,gap_days,risk_flag
INV001885,128.0,AT_RISK
INV001886,129.0,AT_RISK
INV001887,430.0,AT_RISK
INV001888,139.0,AT_RISK
INV001890,207.0,AT_RISK
INV001891,261.0,AT_RISK
INV001892,207.0,AT_RISK
INV001893,132.0,AT_RISK
INV001895,,ACTIVE
INV001896,145.0,AT_RISK
INV001897,101.0,AT_RISK
INV001899,214.0,AT_RISK
INV001900,146.0,AT_RISK
INV001901,,ACTIVE
INV001902,,ACTIVE
INV001903,190.0,AT_RISK
INV001904,,ACTIVE
INV001905,185.0,AT_RISK
INV001906,111.0,AT_RISK
INV001908,,ACTIVE
INV001909,121.0,AT_RISK
INV001910,,ACTIVE
INV001911,86.0,AT_RISK
INV001912,256.0,AT_RISK
INV001913,156.0,AT_RISK
INV001914,198.0,AT_RISK
INV001915,228.0,AT_RISK
INV001916,212.0,AT_RISK
INV001917,94.0,AT_RISK
INV001918,,ACTIVE
INV001919,,ACTIVE
INV001920,76.0,AT_RISK
INV001921,225.0,AT_RISK
INV001922,231.0,AT_RISK
INV001923,106.0,AT_RISK
INV001924,119.0,AT_RISK
INV001925,,ACTIVE
INV001926,150.0,AT_RISK
INV001927,91.0,AT_RISK
INV001928,350.0,AT_RISK
INV001929,242.0,AT_RISK
INV001930,421.0,AT_RISK
INV001931,,ACTIVE
INV001932,249.0,AT_RISK
INV001933,139.0,AT_RISK
INV001934,21.0,ACTIVE
INV001935,,ACTIVE
INV001936,33.0,ACTIVE
INV001937,253.0,AT_RISK
INV001938,112.0,AT_RISK
INV001939,,ACTIVE
INV001940,155.0,AT_RISK
INV001942,,ACTIVE
INV001943,171.0,AT_RISK
INV001944,188.0,AT_RISK
INV001945,132.0,AT_RISK
INV001946,198.0,AT_RISK
INV001947,,ACTIVE
INV001948,410.0,AT_RISK
INV001949,,ACTIVE
INV001950,134.0,AT_RISK
INV001951,124.0,AT_RISK
INV001952,289.0,AT_RISK
INV001954,273.0,AT_RISK
INV001955,199.0,AT_RISK
INV001956,193.0,AT_RISK
INV001957,41.0,AT_RISK
INV001959,105.0,AT_RISK
INV001960,185.0,AT_RISK
INV001961,234.0,AT_RISK
INV001962,177.0,AT_RISK
INV001963,27.0,ACTIVE
INV001964,,ACTIVE
INV001965,,ACTIVE
INV001966,191.0,AT_RISK
INV001967,14.0,ACTIVE
INV001968,95.0,AT_RISK
INV001969,163.0,AT_RISK
INV001970,,ACTIVE
INV001971,87.0,AT_RISK
INV001972,153.0,AT_RISK
INV001973,,ACTIVE
INV001974,178.0,AT_RISK
INV001975,,ACTIVE
INV001976,100.0,AT_RISK
INV001977,209.0,AT_RISK
INV001978,112.0,AT_RISK
INV001979,100.0,AT_RISK
INV001980,389.0,AT_RISK
INV001981,,ACTIVE
INV001982,289.0,AT_RISK
INV001983,306.0,AT_RISK
INV001984,,ACTIVE
INV001985,192.0,AT_RISK
INV001986,98.0,AT_RISK
INV001987,241.0,AT_RISK
INV001988,,ACTIVE
INV001989,94.0,AT_RISK
INV001990,91.0,AT_RISK
INV001991,,ACTIVE
INV001992,222.0,AT_RISK
INV001993,147.0,AT_RISK
INV001994,,ACTIVE
INV001995,94.0,AT_RISK
INV001996,,ACTIVE
INV001997,168.0,AT_RISK
INV001998,215.0,AT_RISK
INV001999,127.0,AT_RISK
INV002000,132.0,AT_RISK
INV002001,335.0,AT_RISK
INV002002,109.0,AT_RISK
INV002003,152.0,AT_RISK
INV002004,,ACTIVE
INV002005,112.0,AT_RISK
INV002006,157.0,AT_RISK
INV002007,233.0,AT_RISK
INV002008,266.0,AT_RISK
INV002009,,ACTIVE
INV002010,103.0,AT_RISK
INV002011,205.0,AT_RISK
INV002012,144.0,AT_RISK
INV002013,187.0,AT_RISK
INV002014,101.0,AT_RISK
INV002015,402.0,AT_RISK
INV002016,90.0,AT_RISK
INV002017,99.0,AT_RISK
INV002018,106.0,AT_RISK
INV002019,117.0,AT_RISK
INV002020,,ACTIVE
INV002021,277.0,AT_RISK
INV002022,95.0,AT_RISK
INV002023,258.0,AT_RISK
INV002024,,ACTIVE
INV002025,92.0,AT_RISK
INV002026,161.0,AT_RISK
INV002027,235.0,AT_RISK
INV002028,,ACTIVE
INV002029,,ACTIVE
INV002030,257.0,AT_RISK
INV002031,,ACTIVE
INV002032,26.0,ACTIVE
INV002033,123.0,AT_RISK
INV002034,166.0,AT_RISK
INV002035,296.0,AT_RISK
INV002036,66.0,AT_RISK
INV002037,61.0,AT_RISK
INV002038,202.0,AT_RISK
INV002039,269.0,AT_RISK
INV002040,178.0,AT_RISK
INV002041,130.0,AT_RISK
INV002042,76.0,AT_RISK
INV002043,64.0,AT_RISK
INV002044,159.0,AT_RISK
INV002045,206.0,AT_RISK
INV002046,,ACTIVE
INV002047,161.0,AT_RISK
INV002048,,ACTIVE
INV002049,239.0,AT_RISK
INV002050,211.0,AT_RISK
INV002051,159.0,AT_RISK
INV002052,114.0,AT_RISK
INV002053,21.0,ACTIVE
INV002054,127.0,AT_RISK
INV002055,254.0,AT_RISK
INV002056,279.0,AT_RISK
INV002057,,ACTIVE
INV002058,,ACTIVE
INV002059,268.0,AT_RISK
INV002060,215.0,AT_RISK
INV002061,205.0,AT_RISK
INV002063,73.0,AT_RISK
INV002064,,ACTIVE
INV002065,270.0,AT_RISK
INV002066,130.0,AT_RISK
INV002067,130.0,AT_RISK
INV002068,221.0,AT_RISK
INV002069,95.0,AT_RISK
INV002070,118.0,AT_RISK
INV002071,,ACTIVE
INV002072,266.0,AT_RISK
INV002073,226.0,AT_RISK
INV002074,114.0,AT_RISK
INV002075,140.0,AT_RISK
INV002076,,ACTIVE
INV002077,99.0,AT_RISK
INV002078,54.0,AT_RISK
INV002079,175.0,AT_RISK
INV002080,218.0,AT_RISK
INV002081,47.0,AT_RISK
INV002082,83.0,AT_RISK
INV002083,193.0,AT_RISK
INV002084,,ACTIVE
INV002085,220.0,AT_RISK
INV002087,126.0,AT_RISK
INV002088,182.0,AT_RISK
INV002089,145.0,AT_RISK
INV002090,231.0,AT_RISK
INV002091,,ACTIVE
INV002092,54.0,AT_RISK
INV002093,110.0,AT_RISK
INV002094,341.0,AT_RISK
INV002095,295.0,AT_RISK
INV002096,215.0,AT_RISK
INV002097,,ACTIVE
INV002098,131.0,AT_RISK
INV002099,72.0,AT_RISK
INV002101,248.0,AT_RISK
INV002102,63.0,AT_RISK
INV002103,58.0,AT_RISK
INV002104,159.0,AT_RISK
INV002106,315.0,AT_RISK
INV002107,298.0,AT_RISK
INV002108,317.0,AT_RISK
INV002109,,ACTIVE
INV002110,199.0,AT_RISK
INV002111,123.0,AT_RISK
INV002112,152.0,AT_RISK
INV002113,201.0,AT_RISK
INV002114,,ACTIVE
INV002115,301.0,AT_RISK
INV002116,78.0,AT_RISK
INV002117,166.0,AT_RISK
INV002118,,ACTIVE
INV002119,195.0,AT_RISK
INV002120,173.0,AT_RISK
INV002121,197.0,AT_RISK
INV002122,97.0,AT_RISK
INV002123,160.0,AT_RISK
INV002124,169.0,AT_RISK
INV002125,88.0,AT_RISK
INV002126,153.0,AT_RISK
INV002127,113.0,AT_RISK
INV002128,176.0,AT_RISK
INV002129,156.0,AT_RISK
INV002130,95.0,AT_RISK
INV002131,129.0,AT_RISK
INV002132,2.0,ACTIVE
INV002133,272.0,AT_RISK
INV002134,180.0,AT_RISK
INV002135,184.0,AT_RISK
INV002136,183.0,AT_RISK
INV002137,221.0,AT_RISK
INV002138,189.0,AT_RISK
INV002139,170.0,AT_RISK
INV002140,162.0,AT_RISK
INV002141,84.0,AT_RISK
INV002142,162.0,AT_RISK
INV002143,148.0,AT_RISK
INV002144,238.0,AT_RISK
INV002145,169.0,AT_RISK
INV002146,175.0,AT_RISK
INV002147,,ACTIVE
INV002148,268.0,AT_RISK
INV002149,215.0,AT_RISK
INV002150,216.0,AT_RISK
INV002151,201.0,AT_RISK
INV002152,212.0,AT_RISK
INV002153,194.0,AT_RISK
INV002154,175.0,AT_RISK
INV002155,190.0,AT_RISK
INV002156,196.0,AT_RISK
INV002157,142.0,AT_RISK
INV002158,158.0,AT_RISK
INV002159,104.0,AT_RISK
INV002160,,ACTIVE
INV002161,176.0,AT_RISK
INV002162,198.0,AT_RISK
INV002163,306.0,AT_RISK
INV002164,116.0,AT_RISK
INV002165,,ACTIVE
INV002166,248.0,AT_RISK
INV002167,184.0,AT_RISK
INV002168,391.0,AT_RISK
INV002169,,ACTIVE
INV002170,172.0,AT_RISK
INV002171,150.0,AT_RISK
INV002172,205.0,AT_RISK
INV002173,148.0,AT_RISK
INV002174,178.0,AT_RISK
INV002175,,ACTIVE
INV002176,191.0,AT_RISK
INV002177,330.0,AT_RISK
INV002178,236.0,AT_RISK
INV002179,171.0,AT_RISK
INV002180,175.0,AT_RISK
INV002181,,ACTIVE
INV002182,148.0,AT_RISK
INV002183,241.0,AT_RISK
INV002184,242.0,AT_RISK
INV002185,92.0,AT_RISK
INV002186,167.0,AT_RISK
INV002187,221.0,AT_RISK
INV002188,51.0,AT_RISK
INV002189,266.0,AT_RISK
INV002190,175.0,AT_RISK
INV002191,125.0,AT_RISK
INV002192,109.0,AT_RISK
INV002193,,ACTIVE
INV002194,,ACTIVE
INV002195,154.0,AT_RISK
INV002196,115.0,AT_RISK
INV002197,56.0,AT_RISK
INV002198,93.0,AT_RISK
INV002199,94.0,AT_RISK
INV002200,355.0,AT_RISK
INV002201,195.0,AT_RISK
INV002202,276.0,AT_RISK
INV002204,280.0,AT_RISK
INV002205,366.0,AT_RISK
INV002206,141.0,AT_RISK
INV002207,252.0,AT_RISK
INV002208,142.0,AT_RISK
INV002209,271.0,AT_RISK
INV002211,109.0,AT_RISK
INV002212,230.0,AT_RISK
INV002213,143.0,AT_RISK
INV002214,118.0,AT_RISK
INV002215,205.0,AT_RISK
INV002216,172.0,AT_RISK
INV002217,166.0,AT_RISK
INV002218,181.0,AT_RISK
INV002219,166.0,AT_RISK
INV002220,130.0,AT_RISK
INV002222,,ACTIVE
INV002223,390.0,AT_RISK
INV002224,90.0,AT_RISK
INV002225,148.0,AT_RISK
INV002226,22.0,ACTIVE
INV002227,39.0,AT_RISK
INV002228,109.0,AT_RISK
INV002229,101.0,AT_RISK
INV002230,171.0,AT_RISK
INV002232,174.0,AT_RISK
INV002233,,ACTIVE
INV002234,171.0,AT_RISK
INV002235,137.0,AT_RISK
INV002236,119.0,AT_RISK
INV002237,142.0,AT_RISK
INV002238,161.0,AT_RISK
INV002239,334.0,AT_RISK
INV002240,266.0,AT_RISK
INV002241,124.0,AT_RISK
INV002242,227.0,AT_RISK
INV002243,389.0,AT_RISK
INV002244,179.0,AT_RISK
INV002245,280.0,AT_RISK
INV002246,,ACTIVE
INV002247,33.0,ACTIVE
INV002248,73.0,AT_RISK
INV002249,109.0,AT_RISK
INV002250,108.0,AT_RISK
INV002251,157.0,AT_RISK
INV002252,130.0,AT_RISK
INV002253,,ACTIVE
INV002255,95.0,AT_RISK
INV002256,115.0,AT_RISK
INV002257,273.0,AT_RISK
INV002258,262.0,AT_RISK
INV002259,89.0,AT_RISK
INV002260,235.0,AT_RISK
INV002261,162.0,AT_RISK
INV002262,70.0,AT_RISK
INV002264,197.0,AT_RISK
INV002265,244.0,AT_RISK
INV002266,276.0,AT_RISK
INV002267,130.0,AT_RISK
INV002268,,ACTIVE
INV002269,380.0,AT_RISK
INV002270,168.0,AT_RISK
INV002271,102.0,AT_RISK
INV002272,,ACTIVE
INV002273,137.0,AT_RISK
INV002274,130.0,AT_RISK
INV002275,182.0,AT_RISK
INV002276,163.0,AT_RISK
INV002277,127.0,AT_RISK
INV002278,474.0,AT_RISK
INV002279,92.0,AT_RISK
INV002280,182.0,AT_RISK
INV002281,162.0,AT_RISK
INV002282,102.0,AT_RISK
INV002283,168.0,AT_RISK
INV002284,277.0,AT_RISK
INV002285,6.0,ACTIVE
INV002286,122.0,AT_RISK
INV002287,235.0,AT_RISK
INV002288,97.0,AT_RISK
INV002290,112.0,AT_RISK
INV002291,78.0,AT_RISK
INV002292,236.0,AT_RISK
INV002294,163.0,AT_RISK
INV002295,159.0,AT_RISK
INV002296,,ACTIVE
INV002297,260.0,AT_RISK
INV002298,37.0,AT_RISK
INV002299,83.0,AT_RISK
INV002300,251.0,AT_RISK
INV002301,,ACTIVE
INV002302,102.0,AT_RISK
INV002304,104.0,AT_RISK
INV002306,276.0,AT_RISK
INV002307,127.0,AT_RISK
INV002308,111.0,AT_RISK
INV002309,0.0,ACTIVE
INV002310,87.0,AT_RISK
INV002311,331.0,AT_RISK
INV002312,228.0,AT_RISK
INV002314,181.0,AT_RISK
INV002315,174.0,AT_RISK
INV002316,300.0,AT_RISK
INV002317,,ACTIVE
INV002318,413.0,AT_RISK
INV002319,123.0,AT_RISK
INV002320,,ACTIVE
INV002321,,ACTIVE
INV002322,102.0,AT_RISK
INV002323,193.0,AT_RISK
INV002324,113.0,AT_RISK
INV002325,112.0,AT_RISK
INV002326,255.0,AT_RISK
INV002327,215.0,AT_RISK
INV002328,191.0,AT_RISK
INV002329,183.0,AT_RISK
INV002330,51.0,AT_RISK
INV002332,250.0,AT_RISK
INV002333,115.0,AT_RISK
INV002334,148.0,AT_RISK
INV002335,,ACTIVE
INV002336,,ACTIVE
INV002337,,ACTIVE
INV002338,178.0,AT_RISK
INV002339,78.0,AT_RISK
INV002341,89.0,AT_RISK
INV002342,212.0,AT_RISK
INV002343,115.0,AT_RISK
INV002344,206.0,AT_RISK
INV002345,161.0,AT_RISK
INV002346,42.0,AT_RISK
INV002347,79.0,AT_RISK
INV002348,166.0,AT_RISK
INV002349,75.0,AT_RISK
INV002350,220.0,AT_RISK
INV002351,204.0,AT_RISK
INV002352,239.0,AT_RISK
INV002353,134.0,AT_RISK
INV002355,,ACTIVE
INV002357,240.0,AT_RISK
INV002358,209.0,AT_RISK
INV002360,129.0,AT_RISK
INV002361,198.0,AT_RISK
INV002363,148.0,AT_RISK
INV002364,87.0,AT_RISK
INV002365,227.0,AT_RISK
INV002366,318.0,AT_RISK
INV002367,134.0,AT_RISK
INV002368,215.0,AT_RISK
INV002369,136.0,AT_RISK
INV002370,237.0,AT_RISK
INV002371,,ACTIVE
INV002372,133.0,AT_RISK
INV002373,154.0,AT_RISK
INV002374,34.0,ACTIVE
INV002375,103.0,AT_RISK
INV002376,,ACTIVE
INV002377,164.0,AT_RISK
INV002378,212.0,AT_RISK
INV002379,369.0,AT_RISK
INV002380,195.0,AT_RISK
INV002381,182.0,AT_RISK
INV002382,77.0,AT_RISK
INV002383,,ACTIVE
INV002384,92.0,AT_RISK
INV002385,41.0,AT_RISK
INV002386,,ACTIVE
INV002387,254.0,AT_RISK
INV002388,84.0,AT_RISK
INV002389,126.0,AT_RISK
INV002390,100.0,AT_RISK
INV002391,124.0,AT_RISK
INV002392,117.0,AT_RISK
INV002393,188.0,AT_RISK
INV002394,126.0,AT_RISK
INV002395,225.0,AT_RISK
INV002396,,ACTIVE
INV002397,141.0,AT_RISK
INV002399,219.0,AT_RISK
INV002400,141.0,AT_RISK
INV002401,125.0,AT_RISK
INV002402,89.0,AT_RISK
INV002403,372.0,AT_RISK
INV002404,91.0,AT_RISK
INV002405,158.0,AT_RISK
INV002406,,ACTIVE
INV002407,167.0,AT_RISK
INV002408,107.0,AT_RISK
INV002409,125.0,AT_RISK
INV002410,,ACTIVE
INV002411,380.0,AT_RISK
INV002412,115.0,AT_RISK
INV002413,189.0,AT_RISK
INV002414,65.0,AT_RISK
INV002415,110.0,AT_RISK
INV002416,123.0,AT_RISK
INV002417,190.0,AT_RISK
INV002418,128.0,AT_RISK
INV002419,,ACTIVE
INV002420,107.0,AT_RISK
INV002421,,ACTIVE
INV002422,139.0,AT_RISK
INV002423,127.0,AT_RISK
INV002424,138.0,AT_RISK
INV002425,97.0,AT_RISK
INV002426,148.0,AT_RISK
INV002427,56.0,AT_RISK
INV002428,,ACTIVE
INV002429,216.0,AT_RISK
INV002430,139.0,AT_RISK
INV002431,261.0,AT_RISK
INV002432,289.0,AT_RISK
INV002433,,ACTIVE
INV002434,217.0,AT_RISK
INV002435,122.0,AT_RISK
INV002436,216.0,AT_RISK
INV002437,212.0,AT_RISK
INV002438,,ACTIVE
INV002440,190.0,AT_RISK
INV002441,192.0,AT_RISK
INV002442,89.0,AT_RISK
INV002443,,ACTIVE
INV002444,16.0,ACTIVE
INV002445,117.0,AT_RISK
INV002446,192.0,AT_RISK
INV002447,,ACTIVE
INV002448,65.0,AT_RISK
INV002449,148.0,AT_RISK
INV002450,158.0,AT_RISK
INV002451,272.0,AT_RISK
INV002452,125.0,AT_RISK
INV002453,87.0,AT_RISK
INV002454,77.0,AT_RISK
INV002455,,ACTIVE
INV002457,300.0,AT_RISK
INV002458,232.0,AT_RISK
INV002459,161.0,AT_RISK
INV002460,276.0,AT_RISK
INV002461,204.0,AT_RISK
INV002462,,ACTIVE
INV002463,236.0,AT_RISK
INV002464,97.0,AT_RISK
INV002465,28.0,ACTIVE
INV002466,270.0,AT_RISK
INV002467,116.0,AT_RISK
INV002468,120.0,AT_RISK
INV002469,208.0,AT_RISK
INV002470,,ACTIVE
INV002471,98.0,AT_RISK
INV002472,158.0,AT_RISK
INV002473,320.0,AT_RISK
INV002474,,ACTIVE
INV002475,119.0,AT_RISK
INV002476,235.0,AT_RISK
INV002477,58.0,AT_RISK
INV002478,,ACTIVE
INV002479,260.0,AT_RISK
INV002481,,ACTIVE
INV002483,96.0,AT_RISK
INV002484,,ACTIVE
INV002485,136.0,AT_RISK
INV002486,229.0,AT_RISK
INV002487,48.0,AT_RISK
INV002488,199.0,AT_RISK
INV002489,144.0,AT_RISK
INV002490,125.0,AT_RISK
INV002491,17.0,ACTIVE
INV002493,276.0,AT_RISK
INV002494,,ACTIVE
INV002495,174.0,AT_RISK
INV002496,156.0,AT_RISK
INV002497,152.0,AT_RISK
INV002498,,ACTIVE
INV002499,251.0,AT_RISK
INV002500,223.0,AT_RISK
INV002502,222.0,AT_RISK
INV002503,94.0,AT_RISK
INV002504,206.0,AT_RISK
INV002505,449.0,AT_RISK
INV002506,130.0,AT_RISK
INV002507,192.0,AT_RISK
INV002508,171.0,AT_RISK
INV002509,74.0,AT_RISK
INV002510,176.0,AT_RISK
INV002511,,ACTIVE
INV002512,3.0,ACTIVE
INV002513,114.0,AT_RISK
INV002514,11.0,ACTIVE
INV002515,24.0,ACTIVE
INV002516,77.0,AT_RISK
INV002517,,ACTIVE
INV002518,284.0,AT_RISK
INV002519,,ACTIVE
INV002520,202.0,AT_RISK
INV002521,206.0,AT_RISK
INV002523,179.0,AT_RISK
INV002524,,ACTIVE
INV002525,233.0,AT_RISK
INV002526,174.0,AT_RISK
INV002527,93.0,AT_RISK
INV002528,241.0,AT_RISK
INV002529,202.0,AT_RISK
INV002530,175.0,AT_RISK
INV002531,182.0,AT_RISK
INV002532,223.0,AT_RISK
INV002533,88.0,AT_RISK
INV002534,354.0,AT_RISK
INV002535,78.0,AT_RISK
INV002536,133.0,AT_RISK
INV002538,250.0,AT_RISK
INV002539,65.0,AT_RISK
INV002540,291.0,AT_RISK
INV002541,,ACTIVE
INV002542,188.0,AT_RISK
INV002543,116.0,AT_RISK
INV002544,,ACTIVE
INV002545,333.0,AT_RISK
INV002546,152.0,AT_RISK
INV002547,181.0,AT_RISK
INV002548,339.0,AT_RISK
INV002549,204.0,AT_RISK
INV002550,199.0,AT_RISK
INV002551,164.0,AT_RISK
INV002552,184.0,AT_RISK
INV002553,241.0,AT_RISK
INV002554,100.0,AT_RISK
INV002555,172.0,AT_RISK
INV002556,69.0,AT_RISK
INV002557,264.0,AT_RISK
INV002558,297.0,AT_RISK
INV002559,,ACTIVE
INV002560,155.0,AT_RISK
INV002561,68.0,AT_RISK
INV002562,,ACTIVE
INV002563,114.0,AT_RISK
INV002564,,ACTIVE
INV002565,281.0,AT_RISK
INV002566,323.0,AT_RISK
INV002567,127.0,AT_RISK
INV002568,144.0,AT_RISK
INV002569,,ACTIVE
INV002570,150.0,AT_RISK
INV002571,225.0,AT_RISK
INV002572,108.0,AT_RISK
INV002573,,ACTIVE
INV002574,139.0,AT_RISK
INV002575,128.0,AT_RISK
INV002576,160.0,AT_RISK
INV002577,78.0,AT_RISK
INV002578,443.0,AT_RISK
INV002579,71.0,AT_RISK
INV002580,65.0,AT_RISK
INV002582,173.0,AT_RISK
INV002583,162.0,AT_RISK
INV002584,,ACTIVE
INV002585,124.0,AT_RISK
INV002586,168.0,AT_RISK
INV002587,291.0,AT_RISK
INV002588,203.0,AT_RISK
INV002589,,ACTIVE
INV002590,125.0,AT_RISK
INV002591,139.0,AT_RISK
INV002592,149.0,AT_RISK
INV002593,181.0,AT_RISK
INV002594,244.0,AT_RISK
INV002595,55.0,AT_RISK
INV002596,325.0,AT_RISK
INV002597,301.0,AT_RISK
INV002598,179.0,AT_RISK
INV002599,234.0,AT_RISK
INV002600,102.0,AT_RISK
INV002601,54.0,AT_RISK
INV002602,151.0,AT_RISK
INV002603,,ACTIVE
INV002604,218.0,AT_RISK
INV002605,405.0,AT_RISK
INV002606,248.0,AT_RISK
INV002607,,ACTIVE
INV002608,177.0,AT_RISK
INV002610,334.0,AT_RISK
INV002611,,ACTIVE
INV002612,162.0,AT_RISK
INV002613,143.0,AT_RISK
INV002614,108.0,AT_RISK
INV002615,,ACTIVE
INV002616,223.0,AT_RISK
INV002617,275.0,AT_RISK
INV002618,,ACTIVE
INV002619,219.0,AT_RISK
INV002620,345.0,AT_RISK
INV002621,186.0,AT_RISK
INV002622,244.0,AT_RISK
INV002623,,ACTIVE
INV002624,,ACTIVE
INV002625,143.0,AT_RISK
INV002626,191.0,AT_RISK
INV002627,182.0,AT_RISK
INV002628,322.0,AT_RISK
INV002629,227.0,AT_RISK
INV002630,82.0,AT_RISK
INV002631,178.0,AT_RISK
INV002632,180.0,AT_RISK
INV002633,101.0,AT_RISK
INV002634,25.0,ACTIVE
INV002635,127.0,AT_RISK
INV002636,118.0,AT_RISK
INV002637,227.0,AT_RISK
INV002639,55.0,AT_RISK
INV002640,153.0,AT_RISK
INV002641,99.0,AT_RISK
INV002642,181.0,AT_RISK
INV002643,229.0,AT_RISK
INV002645,133.0,AT_RISK
INV002646,,ACTIVE
INV002647,153.0,AT_RISK
INV002648,190.0,AT_RISK
INV002649,174.0,AT_RISK
INV002650,19.0,ACTIVE
INV002651,,ACTIVE
INV002652,235.0,AT_RISK
INV002653,,ACTIVE
INV002654,115.0,AT_RISK
INV002655,24.0,ACTIVE
INV002656,90.0,AT_RISK
INV002657,301.0,AT_RISK
INV002658,,ACTIVE
INV002659,224.0,AT_RISK
INV002660,210.0,AT_RISK
INV002661,60.0,AT_RISK
INV002662,284.0,AT_RISK
INV002664,130.0,AT_RISK
INV002666,100.0,AT_RISK
INV002668,186.0,AT_RISK
INV002669,80.0,AT_RISK
INV002670,230.0,AT_RISK
INV002671,163.0,AT_RISK
INV002672,,ACTIVE
INV002673,147.0,AT_RISK
INV002674,153.0,AT_RISK
INV002675,138.0,AT_RISK
INV002676,110.0,AT_RISK
INV002677,,ACTIVE
INV002678,,ACTIVE
INV002679,278.0,AT_RISK
INV002680,160.0,AT_RISK
INV002681,161.0,AT_RISK
INV002682,107.0,AT_RISK
INV002683,14.0,ACTIVE
INV002684,266.0,AT_RISK
INV002685,247.0,AT_RISK
INV002686,236.0,AT_RISK
INV002687,193.0,AT_RISK
INV002688,122.0,AT_RISK
INV002689,115.0,AT_RISK
INV002690,,ACTIVE
INV002691,,ACTIVE
INV002692,,ACTIVE
INV002693,72.0,AT_RISK
INV002694,54.0,AT_RISK
INV002695,,ACTIVE
INV002696,315.0,AT_RISK
INV002697,199.0,AT_RISK
INV002698,98.0,AT_RISK
INV002699,318.0,AT_RISK
INV002700,140.0,AT_RISK
INV002701,185.0,AT_RISK
INV002702,127.0,AT_RISK
INV002703,202.0,AT_RISK
INV002704,139.0,AT_RISK
INV002705,70.0,AT_RISK
INV002706,133.0,AT_RISK
INV002707,151.0,AT_RISK
INV002708,116.0,AT_RISK
INV002709,206.0,AT_RISK
INV002710,3.0,ACTIVE
INV002711,230.0,AT_RISK
INV002712,174.0,AT_RISK
INV002713,162.0,AT_RISK
INV002714,177.0,AT_RISK
INV002715,,ACTIVE
INV002716,342.0,AT_RISK
INV002717,362.0,AT_RISK
INV002718,112.0,AT_RISK
INV002719,170.0,AT_RISK
INV002720,283.0,AT_RISK
INV002721,,ACTIVE
INV002722,178.0,AT_RISK
INV002723,102.0,AT_RISK
INV002724,187.0,AT_RISK
INV002725,291.0,AT_RISK
INV002726,84.0,AT_RISK
INV002727,178.0,AT_RISK
INV002728,,ACTIVE
INV002729,,ACTIVE
INV002732,151.0,AT_RISK
INV002733,150.0,AT_RISK
INV002734,178.0,AT_RISK
INV002735,136.0,AT_RISK
INV002736,323.0,AT_RISK
INV002737,104.0,AT_RISK
INV002738,31.0,ACTIVE
INV002739,132.0,AT_RISK
INV002740,474.0,AT_RISK
INV002741,190.0,AT_RISK
INV002742,,ACTIVE
INV002743,190.0,AT_RISK
INV002744,139.0,AT_RISK
INV002745,115.0,AT_RISK
INV002746,206.0,AT_RISK
INV002747,82.0,AT_RISK
INV002748,173.0,AT_RISK
INV002749,,ACTIVE
INV002750,254.0,AT_RISK
INV002751,102.0,AT_RISK
INV002752,171.0,AT_RISK
INV002753,153.0,AT_RISK
INV002754,162.0,AT_RISK
INV002755,,ACTIVE
INV002756,460.0,AT_RISK
INV002757,206.0,AT_RISK
INV002758,263.0,AT_RISK
INV002759,112.0,AT_RISK
INV002760,,ACTIVE
INV002761,312.0,AT_RISK
INV002762,238.0,AT_RISK
INV002763,409.0,AT_RISK
INV002764,155.0,AT_RISK
INV002765,332.0,AT_RISK
INV002766,151.0,AT_RISK
INV002767,145.0,AT_RISK
INV002768,,ACTIVE
INV002769,141.0,AT_RISK
INV002770,262.0,AT_RISK
INV002771,374.0,AT_RISK
INV002772,168.0,AT_RISK
INV002773,405.0,AT_RISK
INV002774,211.0,AT_RISK
INV002775,53.0,AT_RISK
INV002776,274.0,AT_RISK
INV002777,,ACTIVE
INV002778,350.0,AT_RISK
INV002779,151.0,AT_RISK
INV002780,213.0,AT_RISK
INV002781,21.0,ACTIVE
INV002782,105.0,AT_RISK
INV002783,126.0,AT_RISK
INV002784,178.0,AT_RISK
INV002785,45.0,AT_RISK
INV002786,124.0,AT_RISK
INV002787,280.0,AT_RISK
INV002788,124.0,AT_RISK
INV002789,35.0,ACTIVE
INV002790,284.0,AT_RISK
INV002791,285.0,AT_RISK
INV002792,202.0,AT_RISK
INV002793,125.0,AT_RISK
INV002794,111.0,AT_RISK
INV002795,,ACTIVE
INV002796,220.0,AT_RISK
INV002797,,ACTIVE
INV002798,275.0,AT_RISK
INV002799,129.0,AT_RISK
INV002800,108.0,AT_RISK
INV002801,127.0,AT_RISK
INV002802,63.0,AT_RISK
INV002803,176.0,AT_RISK
INV002804,209.0,AT_RISK
INV002805,332.0,AT_RISK
INV002806,365.0,AT_RISK
INV002807,194.0,AT_RISK
INV002808,120.0,AT_RISK
INV002809,276.0,AT_RISK
INV002810,139.0,AT_RISK
INV002811,203.0,AT_RISK
INV002813,149.0,AT_RISK
INV002814,198.0,AT_RISK
INV002815,,ACTIVE
INV002816,129.0,AT_RISK
INV002817,159.0,AT_RISK
INV002818,366.0,AT_RISK
INV002819,69.0,AT_RISK
INV002820,,ACTIVE
INV002822,108.0,AT_RISK
INV002823,333.0,AT_RISK
INV002824,223.0,AT_RISK
INV002825,348.0,AT_RISK
INV002826,91.0,AT_RISK
INV002827,200.0,AT_RISK
INV002828,211.0,AT_RISK
INV002829,136.0,AT_RISK
INV002830,219.0,AT_RISK
INV002831,72.0,AT_RISK
